id,Date,Latitude,Longitude,Source,Text,User,Tag
418541385839440000,2014-01-02,51.5085144,-0.125487193,web,"porca puttana, sembra sempre che mi faccia un favore a parlarmi",swagonash,donne
418541412440105000,2014-01-02,51.5085144,-0.125487193,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",io anche quando non faccio un cazzo seempree la puttana seempree,aroldostwixes,donne
418541460636856000,2014-01-02,51.5085144,-0.125487193,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","E allora Beccati questa, troia. http://t.co/6sPDF0mHrB",xingenouis,donne
418541465690989000,2014-01-02,51.5085144,-0.125487193,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>",RT @dearloueh: AHAHAHAHA che faccia da mignotta che hai harry. 😂 http://t.co/dUtCZtz7RO,Hope_Styles_1D,donne
418541654660764000,2014-01-02,51.5085144,-0.125487193,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",“@corpovuoto: @chanelix @michelesv0ice oh porca troia” già ahahah,chanelix,donne
418541708935459000,2014-01-02,51.5085144,-0.125487193,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@BeanBoozlede Porca troia io ho seri problemi e tu mi dici di smetterla???,_nuvolarosa,donne
418541825452827000,2014-01-02,51.5085144,-0.125487193,web,"Non la smetterete mai di puntare il dito contro la gente echittetandola:'bipolare','puttana','anoressica','pazza','brutta'.  

BASTA",mixtchie,donne
418542064331399000,2014-01-02,51.5085144,-0.125487193,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","RT @jameshugsx: ""@teasdaletwins: Europe last night at midnight woweeee ⭐️💥💫🌟✨ http://t.co/4XguaA8yJT"" porca puttana",_IhateTea_,donne
418542236348219000,2014-01-02,51.5650978,-0.134850398,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @caradelevingned: crudelia sei una troia,SoleeFlorees,donne
418542264328016000,2014-01-02,51.600502,-0.265211791,web,@livezjdb sdds de ti tbm vacca <3,condadojb,donne
418542266723357000,2014-01-02,51.600502,-0.265211791,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mi sento pure una puttana.

Ma questo succede sempre, quindi non mi fa più niente sentirmi così.",Sonoacido,donne
418542485053653000,2014-01-02,51.5150833,-0.300548911,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hanno letto il mio oroscopo per l'intero anno 2014 e praticamente sarò una zoccola che la dà a tutti, da quel che ho capito.",IAmMilyFlash,donne
418542501004583000,2014-01-02,39.4699059,-0.376288086,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ale_swagge Allora scusa grandissima zoccola troia del cazzo!! Cosi va bene? :D,Sereee_Swag,donne
418542548919931000,2014-01-02,39.4699059,-0.376288086,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dio padre quanto mi sei andata sui coglioni porca puttana,xineedonedhere,donne
418542663726416000,2014-01-02,39.4182014,-0.398069292,web,"che poi ancora penso alla milanese e puttana, voglio essere come lei (senza il ragazzo brutto però perché ugh)",lovinsheeran,donne
418542671343669000,2014-01-02,39.4908829,-0.473208487,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Sereee_Swag Certo puttana bagascia del pene ,),donne
418542880505201000,2014-01-02,38.3459969,-0.490685493,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@prisciniky69 o che è troia, falsa, brutta, esibizionista, cornuta. se le inventano tutte",lavignespizza,donne
418542882216092000,2014-01-02,38.3459969,-0.490685493,web,@loupunkallgdrs porca puttana le gif........,reisongdr,donne
418542988336587000,2014-01-02,38.3459969,-0.490685493,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Porca troia se è così. http://t.co/opZ7osqxWw,1D_Marty,donne
418543578068300000,2014-01-02,41.6428528,-0.88786751,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Figa voglio una canna porco troia del cazzo figaa.,lovatostattoosx,donne
418543606761546000,2014-01-02,41.6487923,-0.889581084,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@kaya3nvgdr e dolce e panda e troia. Complimenti.,Stylesnvgdr,donne
418543699459858000,2014-01-02,39.0506592,-0.894476414,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@skaterdrw certo, ma quando non mi da i manga gli menerei. è un ""no, edizione limitate"" POrca puttana ma io devo sapere come va avanti!",sextate,donne
418543809543569000,2014-01-02,53.5228195,-1.12846196,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","RT @couragevato: Non la smetterete mai di puntare il dito contro la gente echittetandola:'bipolare','puttana','anoressica','pazza','brutta'…",Corywasmyglee,donne
418543899934597000,2014-01-02,37.9923325,-1.13045752,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @lavignespizza: @prisciniky69 o che è troia, falsa, brutta, esibizionista, cornuta. se le inventano tutte",prisciniky69,donne
418543931912356000,2014-01-02,38.0921593,-1.17187262,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“@Stylesnvgdr: @kaya3nvgdr e dolce e panda e troia. Complimenti.” è lo stesso. e anche porco e coglione, quindi ora è normale (?)",kaya3nvgdr,donne
418544007695069000,2014-01-02,52.3555183,-1.17431974,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @battutiere: Andate a mandare messaggi di gruppo a quella puttana di vostra nonna.,IndiaSchiavo,donne
418544072534807000,2014-01-02,52.3555183,-1.17431974,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @lavignespizza: @prisciniky69 o che è troia, falsa, brutta, esibizionista, cornuta. se le inventano tutte",intoonedshug,donne
418544317817700000,2014-01-02,37.9975281,-1.17437589,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","@raawrhaz Porca troia, smettila di cambiare icon.",rihannasbravery,donne
418544411983626000,2014-01-02,38.0816269,-1.25180292,web,"''le troie della mia scuola si mettono tanto trucco''
mi spiegate che c'entra questo, con la parola 'troia'? siete bacate nel cervello",jeliebersforce,donne
418544517579829000,2014-01-02,51.7520218,-1.25772631,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jeliebersforce: ''le troie della mia scuola si mettono tanto trucco''
mi spiegate che c'entra questo, con la parola 'troia'? siete baca…",tnkuhoran,donne
418544555710222000,2014-01-02,51.7516251,-1.25993037,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Corywasmyglee @S_OtakuD ma esistono persone a cui piace quella zoccola costantemente mestruata che manco il lavoro suo da fare?,sextate,donne
418544569400431000,2014-01-02,50.8793335,-1.26686156,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@mileyrsallgdr ):* porca puttana,gshelleyallgdr,donne
418544633757827000,2014-01-02,37.7692833,-1.49889565,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jeliebersforce: ''le troie della mia scuola si mettono tanto trucco''
mi spiegate che c'entra questo, con la parola 'troia'? siete baca…",theatrauhl,donne
418544710555550000,2014-01-02,37.9887238,-1.50513065,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@_giulsc bbuon, vado nel bed perché daddy wants to kill me, notte zoccola ♡♡",xnzuri,donne
418544718943760000,2014-01-02,41.7947083,-1.61598146,web,Porca vacca sono impazzito stasera mi sto sputtando alla grande ma dirgli certe cose mi fa stare meglio! <3,michaeldroidhd,donne
418544734995763000,2014-01-02,42.1741829,-1.69366896,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Nigel_Rap_ Ao, a figlio di puttana. (Io... :O)",Nigel_Rap_,donne
418544873890153000,2014-01-02,53.7959824,-1.75939798,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ehi puttana, stai girovagando su youporn? Entra qui e seguimi :-( @NiallOfficial love you ❤",selenatorniall,donne
418544922325967000,2014-01-02,52.4690437,-1.93496144,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mi serve l'altro libro di 'fallen' porca troia, è una droga.",xsweetjustin,donne
418545110117515000,2014-01-02,47.2343445,-1.98718059,web,"RT @rihannasbravery: @raawrhaz Porca troia, smettila di cambiare icon.",raawrhaz,donne
418545122771755000,2014-01-02,47.2343445,-1.98718059,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","c'è un cazzo di rumore fastidioso che non mi fa dormire, porca puttana.",_mytomlinson,donne
418545252392530000,2014-01-02,47.2343445,-1.98718059,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@zaynsbow @IWouldbeglad vai a morire troia,indierey,donne
418545317005369000,2014-01-02,47.2343445,-1.98718059,web,"http://t.co/Iu9KBNGz22 mamma mia vee che cazzo è... ti si vedono pure i capezzoli, zoccola...",shelovesshaddix,donne
418545321577546000,2014-01-02,20.5993309,-100.396263,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","RT @TweetComici: Ti fai le foto con tette e culo di fuori con descrizione: ""sembro una cucciola.. :3""

A me sembri una puttana",Kidrauhl230313,donne
418545404213744000,2014-01-02,20.6994591,-100.450394,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@hemmolukeallgdr no, porca troia.
sto male se vai via.",xashcoccolamico,donne
418545423096500000,2014-01-02,22.2008991,-100.970383,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Monella7: ""-Sei gelosa?
-No
-Sicura?
-Sì
-Mi dai un bacino?
-Fattelo dare da quella troia che ti stellina ogni minchiata che twitti.""",Mari_DeDivitiis,donne
418545494265451000,2014-01-02,22.2008991,-100.970383,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nickjonas e quando olivia la chiamo puttana, non è un insulto, dopo quelle foto di quando aveva 15 anni fai tu..",illbelieveinme,donne
418545509281067000,2014-01-02,47.5514908,-101.002014,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@louissmijle ..secondo te sarebbe da puttana avere uno con cui pomiciare a 15 anni senza che ci sia amore?,can_not_breathe,donne
418545637245080000,2014-01-02,47.5514908,-101.002014,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lana ha gli artigli, non le unghie. porca troia che male.",hemsworthnjgdr,donne
418545647160406000,2014-01-02,21.1236191,-101.680496,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sophigaga_  porca vacca..,AnnaLana7,donne
418545731243606000,2014-01-02,21.1147079,-101.697701,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",porca vacca ma perché c'ho sempre sto mal di capoccia??,arturo23juve,donne
418545764223054000,2014-01-02,21.1813507,-101.717819,web,domani continuo con i compiti e vedo di concluderli. 'ca puttana,5sec0fsummerr,donne
418545775686463000,2014-01-02,23.6345005,-102.552788,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Alessia ha le mie sigarette porca troia,jdolspower,donne
418545835677585000,2014-01-02,23.6345005,-102.552788,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","justin,anche detto la zoccola,è stato il mio primo ed unico fidanzato all'interno del sanf.",ariananevgdr,donne
418545876248695000,2014-01-02,23.6345005,-102.552788,web,@overayn Zitta troia :(,voragini,donne
418545899397448000,2014-01-02,23.6345005,-102.552788,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ogni tanto penso alla biondina che con la sua moto da cagna, mentre attraversavo sulle strisce pedonali, mi è venuta addosso. Cucci <3",starvingword,donne
418545929352774000,2014-01-02,23.6345005,-102.552788,web,"Les puttana, ça ne change pas, ça se détériore au fur et à mesure des années. :)",GiovannaLo__,donne
418545972529353000,2014-01-02,38.3822823,-105.152397,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ariananevgdr: justin,anche detto la zoccola,è stato il mio primo ed unico fidanzato all'interno del sanf.",justin3nevgdr,donne
418546097103991000,2014-01-02,38.3822823,-105.152397,web,"Il mio (caro) amico David viene soprannominato o 'John Lennon grasso', o 'figlio segreto di De Andrè'. Porca troia è preciso ad entrambi lol",nirvanasavedme,donne
418546156504093000,2014-01-02,38.3822823,-105.152397,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","RT @niallshalfofme: ""@prfwatson: ma che vi frega con chi sta zayn? 
porca troia, siete delle presse al culo"" finalmente qualcuno che ragion…",Dodo_BonJovi,donne
418546160224469000,2014-01-02,31.4442902,-106.098869,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ariananevgdr: justin,anche detto la zoccola,è stato il mio primo ed unico fidanzato all'interno del sanf.",selenanevgdr2,donne
418546238078730000,2014-01-02,28.6531658,-106.130676,web,"Non puoi capire quanto male mi stai facendo brutto pezzo di merda.
Ti auguro di trovare una troia che possa renderti cornuto tutti i giorni!",MariaMolfese,donne
418546364037865000,2014-01-02,37.0717392,-106.222061,web,no cazzo mo mi incazzo seriamente porca puttana troia,confxident,donne
418546729194361000,2014-01-02,37.0717392,-106.222061,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","no, porca troia, ho aggiornato twitter dal telefono, fa cagare. . . . . . aiuto, vaffanculo!",tempestedentro,donne
418546820998910000,2014-01-02,56.1303673,-106.346771,web,"@onedsfreshness a mia madre manca già la sua piccolina, poi torniamo tipo il 9 sclero mi perdo quella puttana di francese ha",adorayn,donne
418546940993757000,2014-01-02,56.1303673,-106.346771,web,mi spaventano le ff con tao che viene paragonato ogni volta ad una troia,ohmybaek_,donne
418546994471125000,2014-01-02,23.2445011,-106.442268,web,@LeGoomes_  vaai leva oovada minha vacca :v uhuu '-',ViihckzinhaaD,donne
418547126826975000,2014-01-02,39.4278297,-107.247116,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ho sonno.porca troia
:-(",jhutchslaugh,donne
418547136222224000,2014-01-02,25.4399529,-108.068329,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @xashcoccolamico: @hemmolukeallgdr no, porca troia.
sto male se vai via.",hemmolukeallgdr,donne
418547338328547000,2014-01-02,44.5263405,-109.056534,web,Porca troia mia sorella non sta un attimo ferma mentre dorme,abbicuradime,donne
418547557963293000,2014-01-02,30.3736153,-109.687943,web,"@overayn no, sei una troia",voragini,donne
418547649483391000,2014-01-02,40.3594437,-110.218376,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ma quella puttana di lorde insulta la mia demi,ma parlasse lei che ha il fidanzato che è più brutto dei cessi,rido",onlythejr,donne
418548015620964000,2014-01-02,40.3594437,-110.218376,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Mi sono innamorato di una puttana!""",Davide__,donne
418548092967727000,2014-01-02,32.2217445,-110.926476,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Porca puttana non è possibile.,amareadistanza,donne
418548126740644000,2014-01-02,29.0230732,-110.943665,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",/non sono una cazzo di puttana. sto con Robert. E BASTA./,kayaacbgdr,donne
418548145153249000,2014-01-02,29.1164551,-110.977783,web,Sono una zoccola,BekiiBooks,donne
418548147162730000,2014-01-02,29.1163464,-110.977806,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@itsselbhs @itsseanbhs l'ho detto io, troia",itsloubhs,donne
418548356064231000,2014-01-02,29.1164112,-110.977829,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>",RT @baekhyunniexo_: mi spaventano le ff con tao che viene paragonato ogni volta ad una troia,fuyuheart,donne
418548468026982000,2014-01-02,29.1315708,-110.981293,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Pramparo94: Se sei troppo troia non ti voglio..voglio Vivi,VivienneParon,donne
418548644946911000,2014-01-02,29.0164051,-110.98452,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ma porca troia perchè non riesco a cambiare header?,niallsmyjace,donne
418548653335515000,2014-01-02,29.0890198,-110.995674,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Perche non mi scrivi porca troia.,ibelievinjus,donne
418548665138287000,2014-01-02,46.2152786,-110.99778,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @onlythejr: ma quella puttana di lorde insulta la mia demi,ma parlasse lei che ha il fidanzato che è più brutto dei cessi,rido",apathetjc,donne
418548818985353000,2014-01-02,29.1368408,-111.019379,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vaffanculo non si lasceranno, eh vaffanculo porca troia.",l0usmylove,donne
418549174045778000,2014-01-02,33.3937912,-111.628006,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Porca troia,non posso entrare sul sito per leggermi lego house perche' non ricordo la password",liambeatenspoon,donne
418549339225850000,2014-01-02,41.7369804,-111.833839,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sei karina sei vivace sei la troia k mi piace XD,edoardo_rossi22,donne
418549444549026000,2014-01-02,41.7369804,-111.833839,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @arturo23juve: porca vacca ma perché c'ho sempre sto mal di capoccia??,probablybarbs,donne
418549568125407000,2014-01-02,41.7369804,-111.833839,web,"Ho bisogno di lui, porca troia.",zaysmoke,donne
418549811231883000,2014-01-02,36.0971947,-115.146667,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@xingenouis ma porca puttana che cazzo fai io ti ammazzo a quest'ora poi piango mandamene altre,selenatorniall,donne
418550228728709000,2014-01-02,36.2423973,-115.190186,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Noemi_sacchetti: @LiciaZannoli @AliceRaffaele @ginolanzafame @senzanome86 @giorgia_lucchi ehy troia non ci provare!,LiciaZannoli,donne
418550361352593000,2014-01-02,32.6500511,-115.381973,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @corpovuoto: Ho bisogno di lui, porca troia.",SoleeFlorees,donne
418550422350340000,2014-01-02,32.6500511,-115.381973,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ibelievinjus: Perche non mi scrivi porca troia.,SoleeFlorees,donne
418550650146808000,2014-01-02,32.6306992,-115.564766,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@elice_troia おはよー,dan8maru,donne
418550703591014000,2014-01-02,32.8522491,-116.758423,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miriana ha messo dei video su instagram dove mi sputtana, ma finché non mi arriva l'iphone non posso vederli. madonna l'ammazzo che troia #r",niallnjgdr,donne
418550748507800000,2014-01-02,33.3828735,-117.442497,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Non volevo innamorarmi. Niente affatto. Solo che poi tu hai sorriso e, porca puttana, ho rovinato tutto.",obsessionhaz,donne
418550753557774000,2014-01-02,35.0494652,-117.874023,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Linda_Venuto: Quando un ragazzo si fa con tante tipe é visto come un figo, quando lo fa una ragazza viene definita troia. La coerenza p…",SoleeFlorees,donne
418550836352909000,2014-01-02,33.7054596,-117.919739,web,@_MBLAQCD__ @MBLAQiSH @GO_MBLAQ_ *punzecchia vacca* dai su mettiti a 90 8D,___MBLAQLJ,donne
418550895803376000,2014-01-02,34.0522346,-118.243683,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ok, magari non parla molto con i ragazzi su whatsapp, ma porca troia, un ""ciao"" ad un amico non costa niente",illhuglou,donne
418550938346201000,2014-01-02,33.9399948,-118.245155,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Comunque zayn in tutte le ff fa la puttana,atherockshow,donne
418551051470766000,2014-01-02,34.0928078,-118.328659,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@louissmijle da una parte ho paura dei miei che se lo scoprono sono morta. Da una parte ho paura ....bho di sembrare una troia,can_not_breathe,donne
418551073578955000,2014-01-02,34.0928078,-118.328659,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@zaynmalik sei proprio una puttana,atherockshow,donne
